id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type
196,Budget Stay around Paharganj,Priya Yadav,Paharganj,Entire home/apt,2350,2,39,0.54,365,28.646648,77.21065,Dense/Chawl-type Area
197,Premium Stay - Saket,Vikas Gupta,Saket,Private room,2550,7,23,0.59,202,28.525932,77.212875,Developed Residential
198,Premium Stay - Paharganj,Shreya Sharma,Paharganj,Entire home/apt,2400,1,16,0.34,318,28.642779,77.215488,Dense/Chawl-type Area
199,Modern Stay near Ghaziabad Vaishali,Vikas Jain,Ghaziabad Vaishali,Entire home/apt,2950,1,27,1.01,261,28.631358,77.342935,Market Area
200,Private Room near Hauz Khas,Shreya Gupta,Hauz Khas,Private room,2550,2,64,0.99,313,28.546211,77.194734,Green & Peaceful
201,Family Home in Ghaziabad Vaishali,Deepak Kapoor,Ghaziabad Vaishali,Entire home/apt,2050,14,64,0.66,273,28.652097,77.335151,Market Area
202,Private Room near Gurgaon Sector 47,Riya Yadav,Gurgaon Sector 47,Private room,2450,2,50,0.63,127,28.428356,77.034158,Developed Residential
203,Premium Stay - Greater Kailash,Simran Mishra,Greater Kailash,Entire home/apt,3150,1,3,0.52,267,28.554625,77.228355,Developed Residential
204,Premium Stay - Vasant Kunj,Manish Mishra,Vasant Kunj,Entire home/apt,3050,3,28,0.76,58,28.523705,77.158473,Developed Residential
205,Comfortable Home in Vikaspuri,Shreya Jain,Vikaspuri,Entire home/apt,2250,2,37,0.52,158,28.64306,77.073357,Developed Residential
206,City Stay - Noida Sector 18,Varun Mehta,Noida Sector 18,Private room,1650,3,34,0.05,202,28.567655,77.326914,Market Area
207,City Stay - Gurgaon Sector 47,Vikas Mishra,Gurgaon Sector 47,Entire home/apt,3600,1,32,0.33,219,28.423349,77.050754,Developed Residential
208,Peaceful Retreat near Defence Colony,Deepak Mehta,Defence Colony,Entire home/apt,4000,1,20,0.38,294,28.574943,77.230481,Green & Peaceful
209,Modern Stay near Greater Kailash,Arjun Mehta,Greater Kailash,Private room,1800,2,28,0.91,322,28.542668,77.244351,Developed Residential
210,City Stay - Defence Colony,Karan Singh,Defence Colony,Private room,2600,1,36,0.44,71,28.564101,77.238511,Green & Peaceful
211,Premium Stay - Noida Sector 62,Riya Chauhan,Noida Sector 62,Entire home/apt,2550,2,68,0.41,57,28.631907,77.367158,Corporate/Developed Area
212,Comfortable Home in Gurgaon Golf Course Road,Neha Gupta,Gurgaon Golf Course Road,Entire home/apt,4000,2,93,0.21,121,28.451025,77.089537,Developed Residential
213,Comfortable Home in Noida Sector 62,Vikas Malhotra,Noida Sector 62,Entire home/apt,2750,1,26,0.16,365,28.631708,77.364784,Corporate/Developed Area
214,Budget Stay around Ghaziabad Vaishali,Pooja Verma,Ghaziabad Vaishali,Private room,1400,2,69,0.22,182,28.650153,77.344885,Market Area
215,Premium Stay - Dwarka,Manish Chauhan,Dwarka,Entire home/apt,2400,1,36,0.46,221,28.593564,77.044661,Developed Residential
216,Cozy Paharganj Studio,Shreya Malhotra,Paharganj,Entire home/apt,2750,1,16,0.2,138,28.644553,77.216223,Dense/Chawl-type Area
217,Budget Stay around Greater Kailash,Pooja Mishra,Greater Kailash,Entire home/apt,4000,1,23,0.33,99,28.550479,77.240989,Developed Residential
218,Family Home in Paharganj,Nisha Jain,Paharganj,Private room,1650,1,52,0.35,236,28.64852,77.206466,Dense/Chawl-type Area
219,Family Home in Ghaziabad Vaishali,Amit Mishra,Ghaziabad Vaishali,Private room,1450,1,121,0.44,187,28.657237,77.325729,Market Area
220,Cozy Green Park Studio,Nisha Mehta,Green Park,Entire home/apt,4000,2,45,0.59,209,28.561491,77.203457,Green & Peaceful
221,Budget Stay around Vikaspuri,Sanjay Kumar,Vikaspuri,Entire home/apt,1750,2,44,0.44,365,28.636855,77.074319,Developed Residential
222,Premium Stay - Mahipalpur,Manish Kapoor,Mahipalpur,Entire home/apt,1650,2,32,1.32,263,28.547555,77.132772,Dense/Chawl-type Area
223,Peaceful Retreat near Vasant Kunj,Simran Jain,Vasant Kunj,Entire home/apt,2800,4,21,0.54,365,28.523018,77.15585,Developed Residential
224,City Stay - Paharganj,Varun Singh,Paharganj,Shared room,800,14,8,0.07,214,28.648326,77.220152,Dense/Chawl-type Area
225,Cozy Aerocity Studio,Manish Mehta,Aerocity,Private room,2600,1,9,0.77,206,28.548976,77.081558,Developed Residential
226,Budget Stay around Ghaziabad Vaishali,Nisha Chauhan,Ghaziabad Vaishali,Private room,1650,1,49,2.35,279,28.647257,77.347466,Market Area
227,Private Room near Old Delhi,Ankit Mishra,Old Delhi,Private room,1150,1,9,0.59,5,28.657394,77.23462,Dense/Chawl-type Area
228,Premium Stay - Connaught Place,Rahul Bansal,Connaught Place,Private room,3050,3,12,0.62,150,28.6215,77.220841,Market Area
229,Budget Stay around Green Park,Amit Jain,Green Park,Hotel room,2150,1,11,0.14,269,28.552607,77.209998,Green & Peaceful
230,Cozy Karol Bagh Studio,Aditya Bansal,Karol Bagh,Entire home/apt,2750,1,61,0.69,343,28.641079,77.187109,Market Area
231,Budget Stay around Dwarka,Neha Agarwal,Dwarka,Private room,1800,1,44,1.2,266,28.583082,77.052312,Developed Residential
232,Private Room near Gurgaon Sector 47,Rahul Mishra,Gurgaon Sector 47,Entire home/apt,3050,2,36,0.98,299,28.42988,77.046986,Developed Residential
233,City Stay - Gurgaon Golf Course Road,Ankit Sharma,Gurgaon Golf Course Road,Private room,3450,1,18,0.62,278,28.463302,77.100528,Developed Residential
234,Peaceful Retreat near Old Delhi,Nisha Chauhan,Old Delhi,Entire home/apt,2050,3,20,0.42,248,28.661542,77.235451,Dense/Chawl-type Area
235,Bright Apartment in Dwarka,Shreya Chauhan,Dwarka,Hotel room,2350,3,17,0.65,155,28.586122,77.044321,Developed Residential
236,Budget Stay around Noida Sector 75,Nisha Kumar,Noida Sector 75,Entire home/apt,2050,4,12,0.24,278,28.575272,77.390568,Developed Residential
237,Modern Stay near Noida Sector 137,Arjun Mishra,Noida Sector 137,Entire home/apt,2150,2,36,0.15,76,28.521306,77.399789,Developed Residential
238,Premium Stay - Karol Bagh,Varun Sharma,Karol Bagh,Entire home/apt,2300,1,64,0.29,189,28.65236,77.193711,Market Area
239,Peaceful Retreat near Mahipalpur,Rohit Chauhan,Mahipalpur,Private room,1250,3,8,0.17,114,28.54083,77.129465,Dense/Chawl-type Area
240,Cozy Ghaziabad Vaishali Studio,Neha Yadav,Ghaziabad Vaishali,Entire home/apt,2950,3,18,0.14,47,28.648499,77.330302,Market Area
241,Peaceful Retreat near Chattarpur,Amit Singh,Chattarpur,Entire home/apt,2900,2,34,0.26,179,28.514991,77.182487,Green & Peaceful
242,Comfortable Home in Chattarpur,Amit Bansal,Chattarpur,Entire home/apt,3400,2,67,0.73,59,28.509309,77.177044,Green & Peaceful
243,Private Room near South Extension,Vikas Gupta,South Extension,Private room,2900,1,74,0.08,253,28.567941,77.222685,Market Area
244,Peaceful Retreat near Noida Sector 62,Priya Bansal,Noida Sector 62,Entire home/apt,2350,3,28,0.07,163,28.637498,77.373189,Corporate/Developed Area
245,City Stay - Uttam Nagar,Shreya Saini,Uttam Nagar,Entire home/apt,1550,1,39,0.2,139,28.63423,77.063195,Dense/Chawl-type Area
246,Family Home in Vikaspuri,Sanjay Gupta,Vikaspuri,Private room,1550,4,45,0.09,224,28.643215,77.075324,Developed Residential
247,Modern Stay near Dwarka,Simran Saini,Dwarka,Entire home/apt,3000,2,27,0.2,73,28.598742,77.049847,Developed Residential
248,Modern Stay near Rajendra Place,Ankit Kumar,Rajendra Place,Private room,2050,1,12,0.67,222,28.638703,77.183158,Developed Residential
249,City Stay - Karol Bagh,Aditya Sharma,Karol Bagh,Entire home/apt,2550,1,3,0.28,342,28.647205,77.187746,Market Area
250,Budget Stay around Lajpat Nagar,Aditya Agarwal,Lajpat Nagar,Entire home/apt,3200,5,11,0.23,236,28.561189,77.238348,Market Area
251,Peaceful Retreat near Dwarka,Nisha Saini,Dwarka,Private room,1400,4,8,0.68,180,28.585227,77.03782,Developed Residential
252,Peaceful Retreat near Dwarka,Neha Bansal,Dwarka,Hotel room,2800,2,2,0.61,285,28.594621,77.049641,Developed Residential
253,City Stay - Karol Bagh,Priya Saini,Karol Bagh,Private room,1750,1,13,0.3,176,28.652073,77.201168,Market Area
254,Modern Stay near Lajpat Nagar,Simran Yadav,Lajpat Nagar,Entire home/apt,2800,1,44,0.48,59,28.559434,77.239911,Market Area
255,Cozy Vasant Kunj Studio,Aditya Yadav,Vasant Kunj,Hotel room,3550,1,126,1.58,242,28.524503,77.150217,Developed Residential
256,Budget Stay around Karol Bagh,Sanjay Kapoor,Karol Bagh,Private room,1800,1,134,0.32,130,28.645425,77.194607,Market Area
257,Premium Stay - Paharganj,Sanjay Verma,Paharganj,Shared room,900,1,7,2.33,99,28.638222,77.218029,Dense/Chawl-type Area
258,Budget Stay around Hauz Khas,Riya Sharma,Hauz Khas,Private room,3000,4,35,0.37,236,28.547614,77.199559,Green & Peaceful
259,Budget Stay around Greater Kailash,Varun Verma,Greater Kailash,Entire home/apt,4000,3,31,0.46,285,28.535519,77.23436,Developed Residential
260,Private Room near Paharganj,Sanjay Agarwal,Paharganj,Private room,1450,1,11,0.23,187,28.641094,77.22357,Dense/Chawl-type Area
261,Comfortable Home in Uttam Nagar,Rahul Malhotra,Uttam Nagar,Private room,1000,1,52,0.13,261,28.62801,77.060595,Dense/Chawl-type Area
262,City Stay - Gurgaon Sector 47,Deepak Agarwal,Gurgaon Sector 47,Private room,2350,3,56,0.71,307,28.437657,77.039676,Developed Residential
263,Premium Stay - South Extension,Simran Yadav,South Extension,Shared room,1700,3,37,0.56,223,28.574248,77.213505,Market Area
264,Budget Stay around Old Delhi,Varun Mehta,Old Delhi,Private room,1300,1,18,0.16,285,28.65526,77.223766,Dense/Chawl-type Area
265,Bright Apartment in Greater Kailash,Aditya Kumar,Greater Kailash,Private room,2650,1,47,0.95,101,28.554341,77.239031,Developed Residential
266,Modern Stay near Connaught Place,Vikas Mishra,Connaught Place,Entire home/apt,4000,1,12,0.76,304,28.634723,77.220976,Market Area
267,Private Room near Lajpat Nagar,Arjun Jain,Lajpat Nagar,Entire home/apt,3300,3,12,0.04,238,28.558311,77.243872,Market Area
268,Private Room near Connaught Place,Vikas Yadav,Connaught Place,Shared room,1750,5,53,0.34,160,28.635368,77.212456,Market Area
269,Budget Stay around Defence Colony,Aditya Bansal,Defence Colony,Hotel room,3900,1,56,0.71,108,28.571136,77.230864,Green & Peaceful
270,Private Room near Gurgaon DLF Phase 2,Riya Sharma,Gurgaon DLF Phase 2,Private room,2550,1,9,0.75,331,28.483778,77.102428,Market Area
271,Private Room near Uttam Nagar,Riya Gupta,Uttam Nagar,Private room,1450,2,36,0.45,127,28.633194,77.067999,Dense/Chawl-type Area
272,City Stay - Ghaziabad Indirapuram,Pooja Chauhan,Ghaziabad Indirapuram,Shared room,700,1,36,1.0,257,28.637446,77.371741,Developed Residential
273,Family Home in Rajendra Place,Riya Kumar,Rajendra Place,Private room,1500,7,90,1.66,205,28.63413,77.183206,Developed Residential
274,Cozy Lajpat Nagar Studio,Arjun Kapoor,Lajpat Nagar,Private room,1550,3,43,0.9,250,28.577025,77.248424,Market Area
275,Modern Stay near Noida Sector 62,Deepak Singh,Noida Sector 62,Private room,1750,2,49,0.53,95,28.627907,77.369492,Corporate/Developed Area
276,Budget Stay around Vikaspuri,Vikas Saini,Vikaspuri,Entire home/apt,1950,2,28,0.57,280,28.641777,77.065174,Developed Residential
277,Peaceful Retreat near Chattarpur,Varun Kapoor,Chattarpur,Private room,1900,7,59,0.27,186,28.508058,77.176851,Green & Peaceful
278,Private Room near Ghaziabad Indirapuram,Varun Agarwal,Ghaziabad Indirapuram,Entire home/apt,1950,1,27,0.06,183,28.639463,77.369551,Developed Residential
279,Cozy Ghaziabad Vaishali Studio,Shreya Yadav,Ghaziabad Vaishali,Private room,1450,1,46,0.12,106,28.646711,77.335519,Market Area
280,Peaceful Retreat near Connaught Place,Neha Kumar,Connaught Place,Private room,2700,1,41,0.04,190,28.629342,77.218507,Market Area
281,Peaceful Retreat near Janakpuri,Nisha Saini,Janakpuri,Private room,1650,1,12,0.41,125,28.614785,77.073868,Developed Residential
282,Family Home in Gurgaon Golf Course Road,Karan Agarwal,Gurgaon Golf Course Road,Private room,3650,4,54,0.49,92,28.456504,77.110216,Developed Residential
283,Premium Stay - Old Delhi,Sanjay Mehta,Old Delhi,Private room,1200,4,64,0.31,353,28.654556,77.23054,Dense/Chawl-type Area
284,Budget Stay around Ghaziabad Vaishali,Deepak Chauhan,Ghaziabad Vaishali,Entire home/apt,2200,2,23,2.41,5,28.654183,77.333646,Market Area
285,Bright Apartment in Janakpuri,Megha Chauhan,Janakpuri,Entire home/apt,2600,1,18,0.27,100,28.623223,77.095108,Developed Residential
286,City Stay - Paharganj,Shreya Kumar,Paharganj,Entire home/apt,2000,2,44,0.64,140,28.640739,77.210836,Dense/Chawl-type Area
287,Modern Stay near Aerocity,Arjun Singh,Aerocity,Entire home/apt,4000,4,48,1.08,6,28.551192,77.083814,Developed Residential
288,Modern Stay near Ghaziabad Indirapuram,Pooja Chauhan,Ghaziabad Indirapuram,Entire home/apt,1900,1,17,0.22,356,28.639765,77.370732,Developed Residential
289,Comfortable Home in Karol Bagh,Megha Yadav,Karol Bagh,Private room,1350,14,20,1.19,218,28.638617,77.195309,Market Area
290,Private Room near Dwarka,Pooja Singh,Dwarka,Private room,1800,1,33,0.27,57,28.590291,77.047495,Developed Residential
291,Family Home in Chattarpur,Arjun Saini,Chattarpur,Entire home/apt,2450,1,21,1.1,135,28.510548,77.179113,Green & Peaceful
292,City Stay - Ghaziabad Indirapuram,Deepak Bansal,Ghaziabad Indirapuram,Entire home/apt,2900,1,92,0.49,253,28.642175,77.37517,Developed Residential
293,Peaceful Retreat near Mahipalpur,Priya Mishra,Mahipalpur,Entire home/apt,1600,4,13,0.9,288,28.557636,77.125376,Dense/Chawl-type Area
294,Bright Apartment in Karol Bagh,Karan Singh,Karol Bagh,Entire home/apt,2450,1,21,0.13,100,28.65319,77.190369,Market Area
295,Cozy Old Delhi Studio,Ankit Kumar,Old Delhi,Entire home/apt,2050,2,76,0.8,114,28.666684,77.237593,Dense/Chawl-type Area
296,City Stay - Noida Sector 137,Megha Gupta,Noida Sector 137,Shared room,900,1,10,0.88,125,28.502691,77.406376,Developed Residential
297,Premium Stay - Chattarpur,Rohit Sharma,Chattarpur,Private room,2350,1,7,1.68,291,28.506635,77.182582,Green & Peaceful
298,Comfortable Home in Uttam Nagar,Karan Saini,Uttam Nagar,Hotel room,1250,4,114,0.82,249,28.627038,77.066063,Dense/Chawl-type Area
299,Cozy Rajendra Place Studio,Varun Verma,Rajendra Place,Entire home/apt,2450,14,91,0.7,114,28.642465,77.179547,Developed Residential
300,Private Room near Mehrauli,Aditya Kumar,Mehrauli,Hotel room,1750,3,30,0.63,217,28.52269,77.176377,Dense/Chawl-type Area
301,Bright Apartment in Vikaspuri,Varun Mehta,Vikaspuri,Entire home/apt,2150,2,70,0.28,82,28.629617,77.066498,Developed Residential
302,City Stay - South Extension,Ankit Sharma,South Extension,Entire home/apt,4000,2,77,0.41,251,28.57137,77.214947,Market Area
303,Modern Stay near Mehrauli,Varun Verma,Mehrauli,Hotel room,1500,1,37,0.63,5,28.520551,77.188221,Dense/Chawl-type Area
304,Modern Stay near Ghaziabad Vaishali,Nisha Mehta,Ghaziabad Vaishali,Private room,1250,3,28,0.22,222,28.651924,77.337701,Market Area
305,Cozy Janakpuri Studio,Aditya Agarwal,Janakpuri,Entire home/apt,2200,4,44,1.06,177,28.617197,77.09821,Developed Residential
306,Family Home in Uttam Nagar,Rahul Gupta,Uttam Nagar,Entire home/apt,1450,1,23,0.32,91,28.622246,77.065919,Dense/Chawl-type Area
307,Peaceful Retreat near Vasant Kunj,Karan Verma,Vasant Kunj,Private room,2600,3,38,0.75,224,28.534291,77.153602,Developed Residential
308,Budget Stay around Gurgaon Golf Course Road,Priya Kapoor,Gurgaon Golf Course Road,Private room,4000,1,36,1.09,274,28.45822,77.103928,Developed Residential
309,Family Home in Old Delhi,Simran Bansal,Old Delhi,Private room,1150,1,4,0.79,196,28.658718,77.226817,Dense/Chawl-type Area
310,Premium Stay - Mahipalpur,Vikas Yadav,Mahipalpur,Private room,1600,7,83,0.28,211,28.546782,77.136694,Dense/Chawl-type Area
311,Private Room near Saket,Nisha Mehta,Saket,Hotel room,3750,1,8,0.69,94,28.522701,77.204795,Developed Residential
312,Family Home in Gurgaon Sector 47,Karan Mishra,Gurgaon Sector 47,Shared room,1200,1,14,0.36,97,28.430566,77.041758,Developed Residential
313,Family Home in Noida Sector 75,Manish Kumar,Noida Sector 75,Shared room,900,1,3,1.14,196,28.567775,77.378613,Developed Residential
314,Family Home in Ghaziabad Vaishali,Simran Sharma,Ghaziabad Vaishali,Private room,1850,1,12,0.89,145,28.64942,77.346261,Market Area
315,Peaceful Retreat near Noida Sector 18,Priya Yadav,Noida Sector 18,Entire home/apt,2950,1,29,0.18,5,28.568551,77.319769,Market Area
316,Modern Stay near Dwarka,Pooja Kumar,Dwarka,Entire home/apt,2050,2,51,0.76,128,28.584026,77.056189,Developed Residential
317,Comfortable Home in Green Park,Ankit Singh,Green Park,Entire home/apt,3250,1,13,0.71,109,28.554985,77.197199,Green & Peaceful
318,Comfortable Home in Mahipalpur,Megha Verma,Mahipalpur,Private room,1200,2,23,1.05,338,28.54195,77.12674,Dense/Chawl-type Area
319,Private Room near Faridabad Sector 15,Amit Malhotra,Faridabad Sector 15,Entire home/apt,1850,14,62,1.54,365,28.405194,77.30859,Developed Residential
320,City Stay - Connaught Place,Simran Mehta,Connaught Place,Private room,2100,4,63,0.67,268,28.627155,77.220218,Market Area
321,City Stay - Defence Colony,Rohit Singh,Defence Colony,Entire home/apt,4000,7,62,0.63,363,28.581739,77.235514,Green & Peaceful
322,Private Room near Karol Bagh,Karan Saini,Karol Bagh,Entire home/apt,3400,3,55,0.15,128,28.65566,77.197137,Market Area
323,Peaceful Retreat near Green Park,Neha Agarwal,Green Park,Private room,2500,1,57,0.42,103,28.570969,77.198317,Green & Peaceful
324,Family Home in Mehrauli,Arjun Yadav,Mehrauli,Private room,1600,7,97,1.65,223,28.519713,77.18927,Dense/Chawl-type Area
325,Modern Stay near Karol Bagh,Pooja Malhotra,Karol Bagh,Entire home/apt,2450,3,38,0.72,305,28.650706,77.192216,Market Area
326,Comfortable Home in Hauz Khas,Megha Singh,Hauz Khas,Entire home/apt,4000,2,10,1.03,86,28.54413,77.197832,Green & Peaceful
327,Comfortable Home in Greater Kailash,Arjun Mishra,Greater Kailash,Private room,2700,1,52,0.86,273,28.541215,77.233453,Developed Residential
328,Comfortable Home in Hauz Khas,Neha Sharma,Hauz Khas,Private room,2700,1,176,1.21,54,28.547419,77.19883,Green & Peaceful
329,Family Home in Mehrauli,Karan Bansal,Mehrauli,Entire home/apt,3050,4,79,0.58,364,28.518827,77.17858,Dense/Chawl-type Area
330,Modern Stay near Saket,Karan Mehta,Saket,Private room,2750,1,103,0.76,204,28.5309,77.21107,Developed Residential
331,City Stay - Lajpat Nagar,Shreya Saini,Lajpat Nagar,Entire home/apt,3700,1,125,0.16,199,28.561806,77.250031,Market Area
332,Premium Stay - Greater Kailash,Nisha Kumar,Greater Kailash,Entire home/apt,4000,1,75,1.96,365,28.548883,77.232974,Developed Residential
333,Private Room near Vikaspuri,Megha Mehta,Vikaspuri,Shared room,750,3,95,0.69,75,28.637106,77.073017,Developed Residential
334,Cozy Paharganj Studio,Neha Bansal,Paharganj,Shared room,1200,1,23,0.38,321,28.637751,77.221555,Dense/Chawl-type Area
335,Bright Apartment in Rajendra Place,Manish Saini,Rajendra Place,Entire home/apt,2550,7,20,0.32,148,28.641006,77.178471,Developed Residential
336,Cozy Lajpat Nagar Studio,Simran Kumar,Lajpat Nagar,Private room,1350,14,2,0.23,184,28.57346,77.252801,Market Area
337,Family Home in Karol Bagh,Neha Singh,Karol Bagh,Private room,1350,1,44,0.49,342,28.662243,77.180604,Market Area
338,City Stay - Saket,Aditya Sharma,Saket,Entire home/apt,3050,1,14,0.74,299,28.52593,77.195524,Developed Residential
339,Comfortable Home in Noida Sector 18,Aditya Sharma,Noida Sector 18,Private room,2300,1,61,0.49,197,28.570346,77.337835,Market Area
340,Private Room near Greater Kailash,Varun Kapoor,Greater Kailash,Hotel room,2850,3,76,0.57,309,28.551601,77.23376,Developed Residential
341,Family Home in Ghaziabad Indirapuram,Arjun Gupta,Ghaziabad Indirapuram,Entire home/apt,2500,4,45,0.36,365,28.637461,77.376066,Developed Residential
