id,name,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,latitude,longitude,area_type,state,adjusted_price,review_scores_rating,cleanliness_rating,distance_to_metro_km,amenities_count,host_is_superhost,instant_bookable,greenery_score
136,Budget Stay around Faridabad Sector 15,Rohit Verma,Faridabad Sector 15,Private room,950,2,63,0.15,185,28.400699,77.316451,Developed Residential,Haryana,855,4.19,4.5,0.77,13,f,f,6.9
137,Cozy Paharganj Studio,Arjun Sharma,Paharganj,Entire home/apt,2350,3,57,0.26,5,28.649979,77.208221,Dense/Chawl-type Area,Delhi,3760,4.42,4.9,1.31,11,f,t,7.7
138,Comfortable Home in Saket,Riya Yadav,Saket,Private room,1950,2,31,0.13,201,28.523362,77.21687,Developed Residential,Delhi,1755,4.64,4.6,0.3,18,f,f,8.5
139,Private Room near Paharganj,Arjun Gupta,Paharganj,Entire home/apt,2750,5,27,0.23,303,28.635205,77.21056,Dense/Chawl-type Area,Delhi,4400,4.24,4.9,1.58,15,f,f,7.1
140,Budget Stay around Noida Sector 62,Megha Saini,Noida Sector 62,Entire home/apt,2650,2,63,0.55,280,28.627192,77.360379,Corporate/Developed Area,Uttar Pradesh,4240,4.97,4.6,3.44,20,t,f,9.7
141,Modern Stay near Saket,Megha Sharma,Saket,Private room,3150,1,36,0.31,222,28.519585,77.214393,Developed Residential,Delhi,2835,4.95,3.9,1.23,10,t,t,9.6
142,Comfortable Home in Mehrauli,Neha Jain,Mehrauli,Entire home/apt,2700,1,73,0.55,137,28.530476,77.180959,Dense/Chawl-type Area,Delhi,4320,4.1,3.7,0.36,20,f,t,6.6
143,Bright Apartment in Uttam Nagar,Megha Sharma,Uttam Nagar,Entire home/apt,1600,2,26,0.63,365,28.632734,77.075796,Dense/Chawl-type Area,Delhi,2560,4.4,4.7,1.25,24,f,t,7.6
144,Comfortable Home in Gurgaon Sector 47,Aditya Kapoor,Gurgaon Sector 47,Private room,2000,1,42,0.25,83,28.440837,77.037381,Developed Residential,Haryana,1800,4.16,4.5,1.94,20,f,t,6.8
145,Cozy Ghaziabad Indirapuram Studio,Manish Gupta,Ghaziabad Indirapuram,Entire home/apt,2100,5,25,0.84,149,28.646025,77.366118,Developed Residential,Uttar Pradesh,3360,4.14,3.6,0.83,16,f,f,6.7
146,Cozy Rajendra Place Studio,Karan Chauhan,Rajendra Place,Private room,2100,2,56,0.57,207,28.644398,77.174092,Developed Residential,Delhi,1890,3.84,4.0,2.74,21,f,t,5.7
147,Peaceful Retreat near Noida Sector 18,Sanjay Singh,Noida Sector 18,Entire home/apt,3750,3,32,0.53,365,28.581668,77.329741,Market Area,Uttar Pradesh,6000,4.53,4.9,1.46,9,f,t,8.1
148,Premium Stay - Noida Sector 75,Priya Chauhan,Noida Sector 75,Private room,1400,2,46,0.83,116,28.566746,77.383897,Developed Residential,Uttar Pradesh,1260,4.4,4.3,2.95,17,f,f,7.7
149,Comfortable Home in Noida Sector 18,Manish Bansal,Noida Sector 18,Entire home/apt,4000,2,43,1.06,147,28.562101,77.319362,Market Area,Uttar Pradesh,6400,3.86,4.1,1.37,12,f,f,5.7
150,Comfortable Home in Saket,Vikas Mishra,Saket,Entire home/apt,3150,3,4,1.24,315,28.520962,77.207687,Developed Residential,Delhi,5040,4.13,4.2,0.37,9,f,f,6.7
151,Budget Stay around Old Delhi,Ankit Jain,Old Delhi,Private room,1100,1,93,1.7,302,28.659755,77.23667,Dense/Chawl-type Area,Delhi,990,4.89,3.8,0.64,16,t,f,9.4
152,Bright Apartment in Old Delhi,Amit Gupta,Old Delhi,Entire home/apt,1750,1,72,0.24,5,28.661006,77.229409,Dense/Chawl-type Area,Delhi,2800,4.09,4.1,0.47,13,f,t,6.5
153,Peaceful Retreat near Karol Bagh,Manish Yadav,Karol Bagh,Entire home/apt,2200,1,52,0.16,365,28.649302,77.19227,Market Area,Delhi,3520,3.97,4.1,3.07,7,f,t,6.1
154,Modern Stay near Karol Bagh,Arjun Gupta,Karol Bagh,Private room,2000,2,3,0.09,93,28.652245,77.180089,Market Area,Delhi,1800,4.39,3.6,1.91,7,f,t,7.6
155,Cozy Mehrauli Studio,Nisha Mishra,Mehrauli,Hotel room,2000,4,5,0.66,154,28.517832,77.18519,Dense/Chawl-type Area,Delhi,2600,4.98,4.7,1.55,5,f,f,9.7
156,Peaceful Retreat near Greater Kailash,Varun Singh,Greater Kailash,Private room,1650,3,28,0.58,100,28.553596,77.245362,Developed Residential,Delhi,1485,4.09,4.1,0.63,22,f,f,6.5
157,City Stay - Ghaziabad Vaishali,Shreya Chauhan,Ghaziabad Vaishali,Entire home/apt,2250,1,27,0.36,239,28.647177,77.348409,Market Area,Uttar Pradesh,3600,4.61,4.7,0.44,16,f,t,8.4
158,Cozy Gurgaon DLF Phase 2 Studio,Vikas Singh,Gurgaon DLF Phase 2,Entire home/apt,3750,1,31,0.48,97,28.484421,77.094312,Market Area,Haryana,6000,4.71,4.8,1.89,13,t,f,8.8
159,Bright Apartment in Hauz Khas,Pooja Malhotra,Hauz Khas,Private room,2500,7,48,0.07,154,28.542738,77.203502,Green & Peaceful,Delhi,2250,4.09,3.8,0.97,13,f,t,6.5
160,Modern Stay near Janakpuri,Arjun Mishra,Janakpuri,Private room,1600,1,42,0.3,153,28.623103,77.094692,Developed Residential,Delhi,1440,4.67,4.5,0.51,22,f,f,8.6
161,Premium Stay - Dwarka,Arjun Chauhan,Dwarka,Entire home/apt,2900,1,54,0.2,213,28.584502,77.045652,Developed Residential,Delhi,4640,4.24,4.2,1.35,22,f,t,7.1
162,Premium Stay - Ghaziabad Indirapuram,Nisha Agarwal,Ghaziabad Indirapuram,Private room,1300,1,120,0.22,212,28.639903,77.379249,Developed Residential,Uttar Pradesh,1170,4.56,4.8,0.25,11,f,t,8.2
163,Modern Stay near Green Park,Riya Sharma,Green Park,Private room,2150,1,15,0.48,359,28.557337,77.209068,Green & Peaceful,Delhi,1935,4.56,3.8,0.67,8,f,f,8.2
164,Family Home in Rajendra Place,Arjun Gupta,Rajendra Place,Hotel room,2450,5,16,0.16,204,28.639442,77.184891,Developed Residential,Delhi,3185,4.44,4.5,0.96,17,f,f,7.8
165,Modern Stay near Gurgaon DLF Phase 2,Arjun Sharma,Gurgaon DLF Phase 2,Hotel room,3650,1,7,1.58,307,28.484592,77.094849,Market Area,Haryana,4745,3.91,4.4,0.39,21,f,f,5.9
166,Bright Apartment in Dwarka,Simran Malhotra,Dwarka,Entire home/apt,3150,1,53,0.35,250,28.590091,77.043578,Developed Residential,Delhi,5040,4.8,3.9,5.21,6,t,t,9.1
167,Family Home in Lajpat Nagar,Riya Malhotra,Lajpat Nagar,Shared room,1050,2,44,0.45,339,28.56929,77.24303,Market Area,Delhi,525,4.18,3.7,0.48,18,f,t,6.9
168,Budget Stay around Mahipalpur,Deepak Verma,Mahipalpur,Private room,1100,1,25,1.51,226,28.549966,77.126881,Dense/Chawl-type Area,Delhi,990,4.02,4.5,0.37,7,f,t,6.3
169,City Stay - Lajpat Nagar,Aditya Singh,Lajpat Nagar,Private room,1950,3,81,1.14,193,28.567153,77.22986,Market Area,Delhi,1755,3.85,4.6,0.47,9,f,f,5.7
170,Budget Stay around Noida Sector 62,Rohit Saini,Noida Sector 62,Entire home/apt,2950,4,14,0.26,165,28.636692,77.362966,Corporate/Developed Area,Uttar Pradesh,4720,4.51,4.0,1.96,18,f,f,8.0
171,Premium Stay - Uttam Nagar,Amit Kapoor,Uttam Nagar,Private room,1250,2,22,0.18,235,28.631168,77.058272,Dense/Chawl-type Area,Delhi,1125,4.61,4.5,0.87,7,f,f,8.4
172,Budget Stay around Greater Kailash,Pooja Chauhan,Greater Kailash,Entire home/apt,3850,4,48,1.18,301,28.542998,77.233934,Developed Residential,Delhi,6160,3.82,4.1,1.2,11,f,t,5.6
173,Bright Apartment in Hauz Khas,Neha Agarwal,Hauz Khas,Entire home/apt,4000,4,37,0.72,310,28.551036,77.204002,Green & Peaceful,Delhi,6400,4.41,4.6,0.23,22,f,f,7.7
174,Modern Stay near Janakpuri,Simran Chauhan,Janakpuri,Entire home/apt,1850,4,1,0.54,198,28.618688,77.087257,Developed Residential,Delhi,2960,4.07,3.8,0.24,17,f,f,6.5
175,City Stay - Gurgaon Golf Course Road,Karan Kapoor,Gurgaon Golf Course Road,Shared room,2150,1,21,0.78,263,28.464832,77.096839,Developed Residential,Haryana,1075,4.57,4.8,0.91,14,f,f,8.3
176,Budget Stay around Chattarpur,Manish Chauhan,Chattarpur,Private room,1900,2,17,0.04,176,28.499678,77.168593,Green & Peaceful,Delhi,1710,4.01,3.9,2.24,17,f,t,6.2
177,Comfortable Home in Gurgaon Golf Course Road,Karan Kapoor,Gurgaon Golf Course Road,Entire home/apt,4000,5,102,0.4,188,28.459999,77.097197,Developed Residential,Haryana,6400,4.63,4.1,2.8,20,f,f,8.5
178,Budget Stay around Faridabad Sector 15,Pooja Malhotra,Faridabad Sector 15,Private room,1100,4,33,0.54,265,28.410037,77.323806,Developed Residential,Haryana,990,4.26,3.6,0.31,13,f,f,7.2
179,Family Home in Dwarka,Ankit Bansal,Dwarka,Entire home/apt,2400,3,3,0.39,295,28.599431,77.056497,Developed Residential,Delhi,3840,4.92,3.7,1.13,6,f,f,9.5
180,Premium Stay - Gurgaon Cyber City,Karan Malhotra,Gurgaon Cyber City,Entire home/apt,3950,1,33,0.62,218,28.495262,77.09917,Corporate/Developed Area,Haryana,6320,3.97,4.3,3.13,9,f,f,6.1
181,City Stay - Uttam Nagar,Amit Kumar,Uttam Nagar,Entire home/apt,1500,2,8,0.3,139,28.622679,77.052593,Dense/Chawl-type Area,Delhi,2400,4.21,3.9,0.79,21,f,t,7.0
182,Family Home in South Extension,Pooja Malhotra,South Extension,Private room,2150,2,17,0.98,150,28.557349,77.22039,Market Area,Delhi,1935,3.94,4.8,2.32,8,f,f,6.0
183,Bright Apartment in Ghaziabad Indirapuram,Simran Agarwal,Ghaziabad Indirapuram,Entire home/apt,2250,1,16,0.98,207,28.638605,77.367083,Developed Residential,Uttar Pradesh,3600,4.91,3.5,0.37,21,f,f,9.5
184,Private Room near Paharganj,Shreya Mehta,Paharganj,Entire home/apt,2500,3,27,0.88,153,28.641902,77.213881,Dense/Chawl-type Area,Delhi,4000,4.85,4.1,3.49,13,f,t,9.3
185,Private Room near Aerocity,Pooja Kapoor,Aerocity,Entire home/apt,4000,1,62,0.03,136,28.563828,77.081054,Developed Residential,Delhi,6400,4.11,4.0,1.87,24,f,t,6.6
186,Modern Stay near Greater Kailash,Ankit Agarwal,Greater Kailash,Entire home/apt,4000,2,27,1.04,40,28.553249,77.239399,Developed Residential,Delhi,6400,4.59,3.5,3.6,6,f,t,8.3
187,Family Home in Vikaspuri,Karan Kapoor,Vikaspuri,Private room,1300,5,42,0.13,215,28.627817,77.066127,Developed Residential,Delhi,1170,4.78,3.7,1.55,22,t,f,9.0
188,Peaceful Retreat near Old Delhi,Riya Verma,Old Delhi,Private room,900,3,55,0.64,285,28.649038,77.237515,Dense/Chawl-type Area,Delhi,810,4.47,4.1,0.74,15,f,t,7.9
189,Peaceful Retreat near Mehrauli,Karan Singh,Mehrauli,Private room,1950,4,26,0.39,282,28.513486,77.192527,Dense/Chawl-type Area,Delhi,1755,4.44,4.2,3.54,17,f,f,7.8
190,Cozy Vikaspuri Studio,Rahul Sharma,Vikaspuri,Private room,1250,1,90,0.17,164,28.645862,77.078374,Developed Residential,Delhi,1125,4.09,4.1,0.59,12,f,t,6.5
191,Family Home in Connaught Place,Vikas Mehta,Connaught Place,Entire home/apt,3400,2,15,0.25,128,28.634044,77.213857,Market Area,Delhi,5440,3.91,4.3,0.68,5,f,f,5.9
192,Budget Stay around Dwarka,Neha Mehta,Dwarka,Hotel room,2350,1,10,0.32,33,28.58997,77.045439,Developed Residential,Delhi,3055,4.88,4.4,1.65,21,f,t,9.4
193,Budget Stay around Noida Sector 137,Aditya Singh,Noida Sector 137,Private room,1550,4,29,0.63,91,28.514858,77.415395,Developed Residential,Uttar Pradesh,1395,4.88,3.5,1.94,16,f,t,9.4
194,Peaceful Retreat near Gurgaon Sector 47,Varun Malhotra,Gurgaon Sector 47,Private room,3300,2,11,0.19,85,28.42331,77.044367,Developed Residential,Haryana,2970,4.56,4.2,3.38,8,f,f,8.2
195,Cozy Connaught Place Studio,Rahul Agarwal,Connaught Place,Private room,3100,1,125,0.18,309,28.64325,77.209323,Market Area,Delhi,2790,4.21,4.9,0.47,17,f,f,7.0
196,Budget Stay around Paharganj,Priya Yadav,Paharganj,Entire home/apt,2350,2,39,0.54,365,28.646648,77.21065,Dense/Chawl-type Area,Delhi,3760,4.22,4.3,2.12,13,f,t,7.0
197,Premium Stay - Saket,Vikas Gupta,Saket,Private room,2550,7,23,0.59,202,28.525932,77.212875,Developed Residential,Delhi,2295,4.67,4.5,1.81,11,f,t,8.6
198,Premium Stay - Paharganj,Shreya Sharma,Paharganj,Entire home/apt,2400,1,16,0.34,318,28.642779,77.215488,Dense/Chawl-type Area,Delhi,3840,4.88,4.0,0.28,9,f,t,9.4
199,Modern Stay near Ghaziabad Vaishali,Vikas Jain,Ghaziabad Vaishali,Entire home/apt,2950,1,27,1.01,261,28.631358,77.342935,Market Area,Uttar Pradesh,4720,4.86,4.7,0.79,9,f,f,9.3
200,Private Room near Hauz Khas,Shreya Gupta,Hauz Khas,Private room,2550,2,64,0.99,313,28.546211,77.194734,Green & Peaceful,Delhi,2295,4.74,4.7,0.6,21,t,f,8.9
201,Family Home in Ghaziabad Vaishali,Deepak Kapoor,Ghaziabad Vaishali,Entire home/apt,2050,14,64,0.66,273,28.652097,77.335151,Market Area,Uttar Pradesh,3280,4.57,4.3,0.64,13,f,f,8.3
202,Private Room near Gurgaon Sector 47,Riya Yadav,Gurgaon Sector 47,Private room,2450,2,50,0.63,127,28.428356,77.034158,Developed Residential,Haryana,2205,3.9,5.0,5.09,10,f,f,5.9
203,Premium Stay - Greater Kailash,Simran Mishra,Greater Kailash,Entire home/apt,3150,1,3,0.52,267,28.554625,77.228355,Developed Residential,Delhi,5040,3.99,3.7,1.44,23,f,f,6.2
204,Premium Stay - Vasant Kunj,Manish Mishra,Vasant Kunj,Entire home/apt,3050,3,28,0.76,58,28.523705,77.158473,Developed Residential,Delhi,4880,4.88,3.5,1.72,20,f,t,9.4
205,Comfortable Home in Vikaspuri,Shreya Jain,Vikaspuri,Entire home/apt,2250,2,37,0.52,158,28.64306,77.073357,Developed Residential,Delhi,3600,4.53,4.7,4.71,6,f,f,8.1
206,City Stay - Noida Sector 18,Varun Mehta,Noida Sector 18,Private room,1650,3,34,0.05,202,28.567655,77.326914,Market Area,Uttar Pradesh,1485,3.81,4.7,0.77,14,f,f,5.5
207,City Stay - Gurgaon Sector 47,Vikas Mishra,Gurgaon Sector 47,Entire home/apt,3600,1,32,0.33,219,28.423349,77.050754,Developed Residential,Haryana,5760,3.92,3.7,2.14,20,f,t,5.9
208,Peaceful Retreat near Defence Colony,Deepak Mehta,Defence Colony,Entire home/apt,4000,1,20,0.38,294,28.574943,77.230481,Green & Peaceful,Delhi,6400,4.6,3.9,0.88,9,f,t,8.4
209,Modern Stay near Greater Kailash,Arjun Mehta,Greater Kailash,Private room,1800,2,28,0.91,322,28.542668,77.244351,Developed Residential,Delhi,1620,3.81,3.5,2.64,19,f,t,5.5
210,City Stay - Defence Colony,Karan Singh,Defence Colony,Private room,2600,1,36,0.44,71,28.564101,77.238511,Green & Peaceful,Delhi,2340,3.99,3.9,0.44,17,f,t,6.2
211,Premium Stay - Noida Sector 62,Riya Chauhan,Noida Sector 62,Entire home/apt,2550,2,68,0.41,57,28.631907,77.367158,Corporate/Developed Area,Uttar Pradesh,4080,4.46,4.7,3.74,17,f,f,7.9
212,Comfortable Home in Gurgaon Golf Course Road,Neha Gupta,Gurgaon Golf Course Road,Entire home/apt,4000,2,93,0.21,121,28.451025,77.089537,Developed Residential,Haryana,6400,4.63,4.3,0.5,17,f,f,8.5
213,Comfortable Home in Noida Sector 62,Vikas Malhotra,Noida Sector 62,Entire home/apt,2750,1,26,0.16,365,28.631708,77.364784,Corporate/Developed Area,Uttar Pradesh,4400,4.58,4.0,0.67,19,f,f,8.3
214,Budget Stay around Ghaziabad Vaishali,Pooja Verma,Ghaziabad Vaishali,Private room,1400,2,69,0.22,182,28.650153,77.344885,Market Area,Uttar Pradesh,1260,4.07,4.1,1.89,18,f,f,6.5
215,Premium Stay - Dwarka,Manish Chauhan,Dwarka,Entire home/apt,2400,1,36,0.46,221,28.593564,77.044661,Developed Residential,Delhi,3840,4.65,3.5,0.8,12,f,f,8.6
216,Cozy Paharganj Studio,Shreya Malhotra,Paharganj,Entire home/apt,2750,1,16,0.2,138,28.644553,77.216223,Dense/Chawl-type Area,Delhi,4400,4.08,3.9,1.32,15,f,f,6.5
217,Budget Stay around Greater Kailash,Pooja Mishra,Greater Kailash,Entire home/apt,4000,1,23,0.33,99,28.550479,77.240989,Developed Residential,Delhi,6400,4.19,4.5,0.91,22,f,t,6.9
218,Family Home in Paharganj,Nisha Jain,Paharganj,Private room,1650,1,52,0.35,236,28.64852,77.206466,Dense/Chawl-type Area,Delhi,1485,4.7,5.0,1.83,8,t,t,8.7
219,Family Home in Ghaziabad Vaishali,Amit Mishra,Ghaziabad Vaishali,Private room,1450,1,121,0.44,187,28.657237,77.325729,Market Area,Uttar Pradesh,1305,4.58,4.8,0.51,14,f,f,8.3
220,Cozy Green Park Studio,Nisha Mehta,Green Park,Entire home/apt,4000,2,45,0.59,209,28.561491,77.203457,Green & Peaceful,Delhi,6400,4.82,3.5,0.27,5,t,t,9.2
221,Budget Stay around Vikaspuri,Sanjay Kumar,Vikaspuri,Entire home/apt,1750,2,44,0.44,365,28.636855,77.074319,Developed Residential,Delhi,2800,4.59,4.8,0.63,9,f,t,8.3
222,Premium Stay - Mahipalpur,Manish Kapoor,Mahipalpur,Entire home/apt,1650,2,32,1.32,263,28.547555,77.132772,Dense/Chawl-type Area,Delhi,2640,4.48,4.7,0.97,17,f,f,7.9
223,Peaceful Retreat near Vasant Kunj,Simran Jain,Vasant Kunj,Entire home/apt,2800,4,21,0.54,365,28.523018,77.15585,Developed Residential,Delhi,4480,3.91,4.7,0.42,5,f,f,5.9
224,City Stay - Paharganj,Varun Singh,Paharganj,Shared room,800,14,8,0.07,214,28.648326,77.220152,Dense/Chawl-type Area,Delhi,400,4.24,4.2,0.73,12,f,t,7.1
225,Cozy Aerocity Studio,Manish Mehta,Aerocity,Private room,2600,1,9,0.77,206,28.548976,77.081558,Developed Residential,Delhi,2340,4.12,4.1,0.81,7,f,f,6.6
226,Budget Stay around Ghaziabad Vaishali,Nisha Chauhan,Ghaziabad Vaishali,Private room,1650,1,49,2.35,279,28.647257,77.347466,Market Area,Uttar Pradesh,1485,4.09,4.0,0.27,7,f,f,6.5
227,Private Room near Old Delhi,Ankit Mishra,Old Delhi,Private room,1150,1,9,0.59,5,28.657394,77.23462,Dense/Chawl-type Area,Delhi,1035,4.97,3.6,1.25,11,f,t,9.7
228,Premium Stay - Connaught Place,Rahul Bansal,Connaught Place,Private room,3050,3,12,0.62,150,28.6215,77.220841,Market Area,Delhi,2745,4.27,3.8,2.79,8,f,t,7.2
229,Budget Stay around Green Park,Amit Jain,Green Park,Hotel room,2150,1,11,0.14,269,28.552607,77.209998,Green & Peaceful,Delhi,2795,4.87,3.9,0.4,7,f,f,9.3
230,Cozy Karol Bagh Studio,Aditya Bansal,Karol Bagh,Entire home/apt,2750,1,61,0.69,343,28.641079,77.187109,Market Area,Delhi,4400,4.56,4.2,1.29,19,f,t,8.2
231,Budget Stay around Dwarka,Neha Agarwal,Dwarka,Private room,1800,1,44,1.2,266,28.583082,77.052312,Developed Residential,Delhi,1620,4.75,4.6,1.51,12,t,t,8.9
232,Private Room near Gurgaon Sector 47,Rahul Mishra,Gurgaon Sector 47,Entire home/apt,3050,2,36,0.98,299,28.42988,77.046986,Developed Residential,Haryana,4880,4.4,4.2,0.85,7,f,f,7.7
233,City Stay - Gurgaon Golf Course Road,Ankit Sharma,Gurgaon Golf Course Road,Private room,3450,1,18,0.62,278,28.463302,77.100528,Developed Residential,Haryana,3105,4.49,3.6,1.65,11,f,f,8.0
234,Peaceful Retreat near Old Delhi,Nisha Chauhan,Old Delhi,Entire home/apt,2050,3,20,0.42,248,28.661542,77.235451,Dense/Chawl-type Area,Delhi,3280,4.39,4.9,0.83,22,f,t,7.6
235,Bright Apartment in Dwarka,Shreya Chauhan,Dwarka,Hotel room,2350,3,17,0.65,155,28.586122,77.044321,Developed Residential,Delhi,3055,4.03,4.9,1.04,15,f,t,6.3
236,Budget Stay around Noida Sector 75,Nisha Kumar,Noida Sector 75,Entire home/apt,2050,4,12,0.24,278,28.575272,77.390568,Developed Residential,Uttar Pradesh,3280,4.67,4.7,0.21,15,f,t,8.6
237,Modern Stay near Noida Sector 137,Arjun Mishra,Noida Sector 137,Entire home/apt,2150,2,36,0.15,76,28.521306,77.399789,Developed Residential,Uttar Pradesh,3440,4.14,5.0,1.61,21,f,f,6.7
238,Premium Stay - Karol Bagh,Varun Sharma,Karol Bagh,Entire home/apt,2300,1,64,0.29,189,28.65236,77.193711,Market Area,Delhi,3680,3.83,4.3,1.5,10,f,t,5.6
239,Peaceful Retreat near Mahipalpur,Rohit Chauhan,Mahipalpur,Private room,1250,3,8,0.17,114,28.54083,77.129465,Dense/Chawl-type Area,Delhi,1125,4.57,4.9,0.25,12,f,f,8.3
240,Cozy Ghaziabad Vaishali Studio,Neha Yadav,Ghaziabad Vaishali,Entire home/apt,2950,3,18,0.14,47,28.648499,77.330302,Market Area,Uttar Pradesh,4720,4.01,3.6,0.75,5,f,f,6.3
241,Peaceful Retreat near Chattarpur,Amit Singh,Chattarpur,Entire home/apt,2900,2,34,0.26,179,28.514991,77.182487,Green & Peaceful,Delhi,4640,4.93,4.0,4.84,14,t,t,9.5
242,Comfortable Home in Chattarpur,Amit Bansal,Chattarpur,Entire home/apt,3400,2,67,0.73,59,28.509309,77.177044,Green & Peaceful,Delhi,5440,4.94,3.8,0.86,23,t,f,9.6
243,Private Room near South Extension,Vikas Gupta,South Extension,Private room,2900,1,74,0.08,253,28.567941,77.222685,Market Area,Delhi,2610,4.9,3.8,1.04,7,t,f,9.4
244,Peaceful Retreat near Noida Sector 62,Priya Bansal,Noida Sector 62,Entire home/apt,2350,3,28,0.07,163,28.637498,77.373189,Corporate/Developed Area,Uttar Pradesh,3760,4.24,3.7,3.09,8,f,f,7.1
245,City Stay - Uttam Nagar,Shreya Saini,Uttam Nagar,Entire home/apt,1550,1,39,0.2,139,28.63423,77.063195,Dense/Chawl-type Area,Delhi,2480,3.82,4.4,1.72,15,f,t,5.6
246,Family Home in Vikaspuri,Sanjay Gupta,Vikaspuri,Private room,1550,4,45,0.09,224,28.643215,77.075324,Developed Residential,Delhi,1395,4.91,4.7,1.25,19,t,f,9.5
247,Modern Stay near Dwarka,Simran Saini,Dwarka,Entire home/apt,3000,2,27,0.2,73,28.598742,77.049847,Developed Residential,Delhi,4800,4.31,4.4,2.12,5,f,f,7.3
248,Modern Stay near Rajendra Place,Ankit Kumar,Rajendra Place,Private room,2050,1,12,0.67,222,28.638703,77.183158,Developed Residential,Delhi,1845,4.96,3.7,2.6,13,f,f,9.7
249,City Stay - Karol Bagh,Aditya Sharma,Karol Bagh,Entire home/apt,2550,1,3,0.28,342,28.647205,77.187746,Market Area,Delhi,4080,4.96,4.7,0.93,15,f,t,9.6
250,Budget Stay around Lajpat Nagar,Aditya Agarwal,Lajpat Nagar,Entire home/apt,3200,5,11,0.23,236,28.561189,77.238348,Market Area,Delhi,5120,4.82,4.5,0.97,23,f,f,9.2
251,Peaceful Retreat near Dwarka,Nisha Saini,Dwarka,Private room,1400,4,8,0.68,180,28.585227,77.03782,Developed Residential,Delhi,1260,4.15,4.1,0.79,17,f,t,6.8
252,Peaceful Retreat near Dwarka,Neha Bansal,Dwarka,Hotel room,2800,2,2,0.61,285,28.594621,77.049641,Developed Residential,Delhi,3640,4.26,4.5,4.28,20,f,t,7.2
253,City Stay - Karol Bagh,Priya Saini,Karol Bagh,Private room,1750,1,13,0.3,176,28.652073,77.201168,Market Area,Delhi,1575,4.82,3.9,1.63,8,f,f,9.2
254,Modern Stay near Lajpat Nagar,Simran Yadav,Lajpat Nagar,Entire home/apt,2800,1,44,0.48,59,28.559434,77.239911,Market Area,Delhi,4480,4.18,4.0,0.3,5,f,f,6.9
255,Cozy Vasant Kunj Studio,Aditya Yadav,Vasant Kunj,Hotel room,3550,1,126,1.58,242,28.524503,77.150217,Developed Residential,Delhi,4615,4.0,4.9,2.58,24,f,f,6.2
256,Budget Stay around Karol Bagh,Sanjay Kapoor,Karol Bagh,Private room,1800,1,134,0.32,130,28.645425,77.194607,Market Area,Delhi,1620,4.47,3.9,0.99,17,f,f,7.9
257,Premium Stay - Paharganj,Sanjay Verma,Paharganj,Shared room,900,1,7,2.33,99,28.638222,77.218029,Dense/Chawl-type Area,Delhi,450,4.92,4.2,0.29,5,f,f,9.5
258,Budget Stay around Hauz Khas,Riya Sharma,Hauz Khas,Private room,3000,4,35,0.37,236,28.547614,77.199559,Green & Peaceful,Delhi,2700,4.64,4.8,1.16,9,f,t,8.5
259,Budget Stay around Greater Kailash,Varun Verma,Greater Kailash,Entire home/apt,4000,3,31,0.46,285,28.535519,77.23436,Developed Residential,Delhi,6400,4.48,4.6,0.85,9,f,f,8.0
260,Private Room near Paharganj,Sanjay Agarwal,Paharganj,Private room,1450,1,11,0.23,187,28.641094,77.22357,Dense/Chawl-type Area,Delhi,1305,3.92,3.6,2.72,18,f,t,5.9
261,Comfortable Home in Uttam Nagar,Rahul Malhotra,Uttam Nagar,Private room,1000,1,52,0.13,261,28.62801,77.060595,Dense/Chawl-type Area,Delhi,900,4.54,3.7,0.47,18,f,t,8.1
262,City Stay - Gurgaon Sector 47,Deepak Agarwal,Gurgaon Sector 47,Private room,2350,3,56,0.71,307,28.437657,77.039676,Developed Residential,Haryana,2115,4.99,3.5,2.3,12,t,f,9.8
263,Premium Stay - South Extension,Simran Yadav,South Extension,Shared room,1700,3,37,0.56,223,28.574248,77.213505,Market Area,Delhi,850,3.97,4.4,1.18,8,f,f,6.1
264,Budget Stay around Old Delhi,Varun Mehta,Old Delhi,Private room,1300,1,18,0.16,285,28.65526,77.223766,Dense/Chawl-type Area,Delhi,1170,4.42,4.2,0.27,11,f,f,7.7
265,Bright Apartment in Greater Kailash,Aditya Kumar,Greater Kailash,Private room,2650,1,47,0.95,101,28.554341,77.239031,Developed Residential,Delhi,2385,4.85,3.7,4.48,24,t,f,9.3
